*****Sonar Placement GA Expirement*****
Start Time: 2018-01-12 09:39:10.796550
Rand_seed:17
End Time: 2018-01-12 22:38:20.250152
Running Time: 12:58:49.565382
Population size:30
Generation Count:25
Mutation Probability:0.15
Cross Over Probability:0.25
***** Constraints *****
Max Number of Sensors: 10
X Position: [0, 100]
Y Position: [0, 100]
Z Orient: [-90, 90]
***** Enviroment Factors *****
Sensor Knockout: True
Sensor Knockout Type: aoe
Max Sim Time: 270
*****************************
Generation, ID, Fitness, Number of Sonar, S1_P_X, S1_P_Y, S1_O, S2_P_X, S2_P_Y, S2_O, S3_P_X, S3_P_Y, S3_O, S4_P_X, S4_P_Y, S4_O, S5_P_X, S5_P_Y, S5_O, S6_P_X, S6_P_Y, S6_O, S7_P_X, S7_P_Y, S7_O, S8_P_X, S8_P_Y, S8_O, S9_P_X, S9_P_Y, S9_O, S10_P_X, S10_P_Y, S10_O, Raw Fitness
0, 0, 3.81661119384, 6, 0.248, -0.136, -77, 0.233, 0.106, 98, 0.238, -0.05, 0, 0.248, 0.136, 77, 0.233, -0.105, -98, 0.238, 0.05, 0,  , , ,  , , ,  , , ,  , , , -1.0, 43.7610231621, -1.0, 22.2857290015, -1.0, 43.3355526042, 
0, 1, 3.9157813289, 4, 0.247, -0.13, -100, 0.164, 0.144, 83, 0.247, 0.13, 100, 0.164, -0.144, -83,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , -1.0, 23.1467331695, -1.0, 22.8435176953, -1.0, 44.5758124961, 
0, 2, 6.61483565563, 8, 0.192, -0.139, -67, 0.232, -0.135, -8, 0.224, -0.1, -14, 0.241, -0.104, -1, 0.192, 0.14, 67, 0.232, 0.135, 8, 0.224, 0.1, 14, 0.241, 0.104, 1,  , , ,  , , , -1.0, 43.6029780937, -1.0, 3.40595266259, 0.372361111111, 100.0, 
0, 3, 12.5833577796, 4, 0.15, 0.118, 42, 0.239, 0.074, 16, 0.15, -0.117, -42, 0.239, -0.074, -16,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 0.339425925926, 100.0, -1.0, 43.9807406447, 0.384287037037, 100.0, 
0, 4, 10.4504604541, 6, 0.227, -0.132, -26, 0.21, 0.13, 44, 0.026, -0.117, -86, 0.227, 0.132, 26, 0.21, -0.13, -44, 0.026, 0.117, 86,  , , ,  , , ,  , , ,  , , , 0.168481481481, 100.0, -1.0, 23.6155589427, 0.164916666667, 100.0, 
0, 5, 8.13581707478, 4, 0.246, 0.016, 14, 0.152, 0.118, 67, 0.246, -0.016, -14, 0.152, -0.117, -67,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , -1.0, 43.8585339319, -1.0, 22.6570633311, 0.327333333333, 100.0, 
0, 6, 11.7488116721, 4, 0.237, 0.116, 93, 0.246, -0.149, -56, 0.237, -0.115, -93, 0.246, 0.149, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 0.284888888889, 100.0, -1.0, 22.7612927275, 0.338222222222, 100.0, 
0, 7, 10.4659722657, 8, 0.146, -0.102, -70, 0.21, -0.05, 21, 0.042, 0.143, 63, 0.246, -0.109, -4, 0.146, 0.102, 70, 0.21, 0.05, -21, 0.042, -0.142, -63, 0.246, 0.11, 4,  , , ,  , , , 0.320657407407, 100.0, -1.0, 24.9280481006, 0.249453703704, 100.0, 
0, 8, 6.81849579045, 10, 0.154, 0.142, 57, 0.014, -0.146, -72, 0.227, -0.048, 21, 0.237, -0.002, 7, 0.11, -0.124, -62, 0.154, -0.142, -57, 0.014, 0.146, 72, 0.227, 0.048, -21, 0.237, 0.002, -7, 0.11, 0.124, 62, -3.0, 62.1592408921, -1.0, 22.8835942111, 0.295722222222, 100.0, 
0, 9, 6.81101555207, 10, 0.212, 0.116, 81, 0.201, 0.05, -4, 0.18, -0.134, -69, 0.228, -0.119, -37, 0.238, -0.135, -35, 0.212, -0.116, -81, 0.201, -0.05, 4, 0.18, 0.134, 69, 0.228, 0.12, 37, 0.238, 0.135, 35, -1.0, 43.6350944635, -1.0, 42.6504572878, 0.308814814815, 100.0, 
0, 10, 11.7017602346, 6, 0.104, -0.14, -69, 0.239, 0.123, 55, 0.108, -0.127, -40, 0.104, 0.141, 69, 0.239, -0.122, -55, 0.108, 0.127, 40,  , , ,  , , ,  , , ,  , , , 0.25725, 100.0, -1.0, 43.9736928084, 0.3595, 100.0, 
0, 11, 8.22969745543, 4, 0.242, -0.127, -75, 0.213, 0.004, -12, 0.242, 0.127, 75, 0.213, -0.004, 12,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , -1.0, 43.8429165643, -1.0, 23.7279992823, 0.352685185185, 100.0, 
0, 12, 3.99417911599, 2, 0.182, -0.119, -90, 0.182, 0.12, 90,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , -1.0, 23.1801813566, -1.0, 24.823967458, -1.0, 23.2372152758, 
0, 13, 4.53813070612, 2, 0.242, -0.149, -54, 0.242, 0.149, 54,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , -1.0, 43.7570688218, -1.0, 24.6868042713, -1.0, 23.1601115037, 
0, 14, 11.6613409667, 8, 0.233, 0.07, -18, 0.01, -0.123, -49, 0.054, -0.133, -67, 0.249, -0.13, 0, 0.233, -0.07, 18, 0.01, 0.123, 49, 0.054, 0.133, 67, 0.249, 0.13, 0,  , , ,  , , , 0.292564814815, 100.0, -1.0, 63.1325135893, 0.315064814815, 100.0, 
