*****Sonar Placement GA Expirement*****
Start Time: 2018-01-16 06:52:48.484572
Rand_seed:15
End Time: 2018-01-17 22:43:21.403520
Running Time: 1 day, 15:50:31.313585
Population size:30
Generation Count:25
Mutation Probability:0.15
Cross Over Probability:0.25
***** Constraints *****
Max Number of Sensors: 6
X Position: [0, 100]
Y Position: [0, 100]
Z Orient: [-90, 90]
***** Enviroment Factors *****
Sensor Knockout: False
Sensor Knockout Type: aoe
Max Sim Time: 540
*****************************
Generation, ID, Fitness, Number of Sonar, S1_P_X, S1_P_Y, S1_O, S2_P_X, S2_P_Y, S2_O, S3_P_X, S3_P_Y, S3_O, S4_P_X, S4_P_Y, S4_O, S5_P_X, S5_P_Y, S5_O, S6_P_X, S6_P_Y, S6_O, Raw Fitness
0, 0, 4.82707974053, 6, 0.201, -0.113, -15, 0.201, -0.106, -68, 0.25, -0.138, -34, 0.201, 0.113, 15, 0.201, 0.106, 68, 0.25, 0.138, 34, -1.0, 60.0, -1.0, 22.7631760967, -1.0, 60.0, 
0, 1, 4.67367702297, 6, 0.214, 0.113, 77, 0.244, -0.11, -22, 0.226, -0.138, -46, 0.214, -0.113, -77, 0.244, 0.11, 22, 0.226, 0.139, 46, -1.0, 60.0, -1.0, 16.3476266611, -1.0, 60.0, 
0, 2, 3.73642449818, 6, 0.014, -0.121, -58, 0.186, -0.117, -60, 0.25, -0.126, -95, 0.014, 0.122, 58, 0.186, 0.118, 60, 0.25, 0.126, 95, -1.0, 60.0, -1.0, 21.6430094294, -1.0, 22.3406033938, 
0, 3, 3.50037219748, 6, 0.028, 0.109, 43, 0.236, 0.114, 51, 0.205, -0.144, -4, 0.028, -0.108, -43, 0.236, -0.114, -51, 0.205, 0.145, 4, -1.0, 60.0, -1.0, 11.5465700598, -1.0, 22.3155128457, 
0, 4, 2.40865517297, 6, 0.168, -0.122, -60, 0.036, -0.102, -58, 0.216, 0.066, 11, 0.168, 0.122, 60, 0.036, 0.103, 58, 0.216, -0.066, -11, -1.0, 21.3456644445, -1.0, 11.3938644168, -1.0, 22.2832303325, 
0, 5, 3.95955800004, 6, 0.217, -0.128, -7, 0.24, -0.127, -11, 0.074, -0.108, -87, 0.217, 0.128, 7, 0.24, 0.127, 11, 0.074, 0.108, 87, -1.0, 21.4477495604, -1.0, 31.3241186039, -1.0, 60.0, 
0, 6, 3.19887263224, 6, 0.215, 0.102, 10, 0.208, -0.125, -48, 0.202, -0.147, -85, 0.215, -0.102, -10, 0.208, 0.125, 48, 0.202, 0.147, 85, -1.0, 21.3326285936, -1.0, 11.456282632, -1.0, 51.1443569002, 
0, 7, 2.49952022793, 6, 0.092, -0.111, -70, 0.213, 0.104, 100, 0.233, -0.024, 9, 0.092, 0.111, 70, 0.213, -0.104, -100, 0.233, 0.024, -9, -1.0, 32.3828005297, -1.0, 2.53453144196, -1.0, 22.2974499539, 
0, 8, 1.99413031884, 6, 0.236, 0.13, 69, 0.24, -0.105, -90, 0.134, 0.118, 71, 0.236, -0.13, -69, 0.24, 0.105, 90, 0.134, -0.117, -71, -1.0, 11.6216612374, -1.0, 21.7721286727, -1.0, 3.21558317199, 
0, 9, 3.96451381887, 6, 0.028, -0.137, -90, 0.246, 0.038, 11, 0.231, 0.04, 10, 0.028, 0.138, 90, 0.246, -0.038, -11, 0.231, -0.04, -10, -1.0, 21.4455391606, -1.0, 31.5147109898, -1.0, 60.0, 
0, 10, 3.48920208413, 6, 0.034, 0.143, 53, 0.168, 0.129, 73, 0.207, -0.145, -34, 0.034, -0.143, -53, 0.168, -0.129, -73, 0.207, 0.146, 34, -1.0, 21.9864292045, -1.0, 11.4061575103, -1.0, 60.0, 
0, 11, 5.03980562625, 6, 0.228, 0.124, 9, 0.24, -0.1, -17, 0.132, 0.142, 57, 0.228, -0.124, -9, 0.24, 0.1, 17, 0.132, -0.142, -57, -1.0, 60.0, -1.0, 31.1413598469, -1.0, 60.0, 
0, 12, 2.6245386537, 6, 0.11, -0.112, -58, 0.228, 0.004, 23, 0.094, -0.142, -76, 0.11, 0.113, 58, 0.228, -0.004, -23, 0.094, 0.143, 76, -1.0, 21.3683751443, -1.0, 11.3728169977, -1.0, 30.8097843657, 
0, 13, 3.70742204552, 6, 0.217, 0.144, 1, 0.221, 0.114, 87, 0.25, -0.088, -25, 0.217, -0.143, -1, 0.221, -0.113, -87, 0.25, 0.088, 25, -1.0, 21.4408256859, -1.0, 21.3521582498, -1.0, 60.0, 
0, 14, 4.56487396937, 6, 0.24, 0.105, 35, 0.234, 0.06, -14, 0.178, -0.138, -48, 0.24, -0.105, -35, 0.234, -0.06, 14, 0.178, 0.139, 48, -1.0, 60.0, -1.0, 11.5739203118, -1.0, 60.0, 
0, 15, 3.43648126851, 6, 0.203, -0.129, -42, 0.218, -0.121, -50, 0.094, -0.127, -70, 0.203, 0.129, 42, 0.218, 0.122, 50, 0.094, 0.127, 70, -1.0, 21.916910504, -1.0, 21.4388432812, -1.0, 50.8432529508, 
0, 16, 1.72381068524, 6, 0.084, -0.103, -89, 0.247, -0.096, 10, 0.209, -0.116, -100, 0.084, 0.104, 89, 0.247, 0.096, -10, 0.209, 0.117, 100, -1.0, 11.588429936, -1.0, 1.63808511727, -1.0, 11.6056844903, 
0, 17, 3.57398874081, 6, 0.223, 0.102, 55, 0.158, -0.131, -81, 0.128, -0.112, -48, 0.223, -0.101, -55, 0.158, 0.131, 81, 0.128, 0.112, 48, -1.0, 60.0, -1.0, 13.4689011509, -1.0, 23.5503779021, 
