*****Sonar Placement GA Expirement*****
Start Time: 2017-12-29 10:05:40.605622
Rand_seed:13
End Time: 2017-12-30 03:14:47.105645
Running Time: 17:08:17.068019
Population size:30
Generation Count:25
Mutation Probability:0.15
Cross Over Probability:0.25
***** Constraints *****
Max Number of Sensors: 10
X Position: [0, 100]
Y Position: [0, 100]
Z Orient: [-90, 90]
***** Enviroment Factors *****
Sensor Knockout: True
Sensor Knockout Type: complete
Max Sim Time: 270
*****************************
Generation, ID, Fitness, Number of Sonar, S1_P_X, S1_P_Y, S1_O, S2_P_X, S2_P_Y, S2_O, S3_P_X, S3_P_Y, S3_O, S4_P_X, S4_P_Y, S4_O, S5_P_X, S5_P_Y, S5_O, S6_P_X, S6_P_Y, S6_O, S7_P_X, S7_P_Y, S7_O, S8_P_X, S8_P_Y, S8_O, S9_P_X, S9_P_Y, S9_O, S10_P_X, S10_P_Y, S10_O, Raw Fitness
0, 10, 10.6675540786, 10, 0.213, 0.135, 15, 0.23, -0.03, 16, 0.21, -0.03, 28, 0.204, 0.052, -6, 0.156, 0.11, 66, 0.213, -0.135, -15, 0.23, 0.03, -16, 0.21, 0.03, -28, 0.204, -0.052, 6, 0.156, -0.109, -66, 
0, 11, 15.5153874035, 6, 0.215, -0.014, 22, 0.206, -0.108, -22, 0.22, -0.094, 23, 0.215, 0.014, -22, 0.206, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
0, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 13, 9.35265765659, 10, 0.024, -0.15, -52, 0.208, -0.126, -37, 0.24, -0.058, -13, 0.247, 0.126, 8, 0.114, -0.119, -82, 0.024, 0.15, 52, 0.208, 0.126, 37, 0.24, 0.058, 13, 0.247, -0.126, -8, 0.114, 0.119, 82, 
0, 14, 6.14202960546, 10, 0.026, 0.127, 49, 0.06, -0.101, -55, 0.01, 0.102, 53, 0.144, 0.144, 40, 0.221, -0.119, -84, 0.026, -0.127, -49, 0.06, 0.102, 55, 0.01, -0.101, -53, 0.144, -0.143, -40, 0.221, 0.119, 84, 
0, 15, 11.4504904875, 8, 0.238, -0.078, 12, 0.224, -0.136, -79, 0.0, -0.149, -53, 0.247, -0.052, -21, 0.238, 0.078, -12, 0.224, 0.137, 79, 0.0, 0.149, 53, 0.247, 0.052, 21,  , , ,  , , , 
0, 16, 5.8802029158, 10, 0.2, -0.112, -64, 0.223, 0.082, -2, 0.074, 0.124, 81, 0.006, -0.109, -49, 0.118, 0.116, 45, 0.2, 0.112, 64, 0.223, -0.082, 2, 0.074, -0.124, -81, 0.006, 0.109, 49, 0.118, -0.115, -45, 
0, 17, 7.32007953045, 6, 0.168, -0.139, -78, 0.222, 0.148, 98, 0.207, -0.108, -15, 0.168, 0.14, 78, 0.222, -0.148, -98, 0.207, 0.108, 15,  , , ,  , , ,  , , ,  , , , 
0, 18, 8.36348712256, 2, 0.186, -0.137, -64, 0.186, 0.138, 64,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 19, 3.21963971751, 8, 0.227, -0.1, 3, 0.217, 0.111, 95, 0.222, 0.146, 26, 0.184, 0.147, 49, 0.227, 0.1, -3, 0.217, -0.111, -95, 0.222, -0.146, -26, 0.184, -0.147, -49,  , , ,  , , , 
0, 20, 6.10390628872, 10, 0.236, 0.134, 41, 0.207, 0.046, -6, 0.128, 0.131, 64, 0.244, 0.119, 18, 0.114, -0.13, -87, 0.236, -0.134, -41, 0.207, -0.046, 6, 0.128, -0.131, -64, 0.244, -0.119, -18, 0.114, 0.13, 87, 
0, 21, 6.92322292926, 6, 0.217, -0.116, -92, 0.218, 0.104, 52, 0.164, -0.11, -90, 0.217, 0.117, 92, 0.218, -0.103, -52, 0.164, 0.111, 90,  , , ,  , , ,  , , ,  , , , 
0, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
0, 23, 7.74962312188, 4, 0.204, -0.144, -12, 0.078, 0.111, 82, 0.204, 0.145, 12, 0.078, -0.11, -82,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 24, 8.89618645519, 2, 0.202, 0.112, 43, 0.202, -0.111, -43,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 25, 7.97287944462, 10, 0.236, 0.135, 20, 0.208, -0.147, -62, 0.104, -0.111, -48, 0.222, 0.121, 76, 0.229, 0.01, -25, 0.236, -0.135, -20, 0.208, 0.148, 62, 0.104, 0.111, 48, 0.222, -0.121, -76, 0.229, -0.01, 25, 
0, 26, 8.11889627736, 4, 0.205, 0.133, 84, 0.248, -0.137, -81, 0.205, -0.133, -84, 0.248, 0.138, 81,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 28, 11.7407817077, 4, 0.218, -0.1, -24, 0.02, 0.14, 49, 0.218, 0.1, 24, 0.02, -0.14, -49,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
0, 29, 12.4205021478, 6, 0.028, -0.15, -66, 0.208, 0.082, 29, 0.238, 0.05, 24, 0.028, 0.15, 66, 0.208, -0.082, -29, 0.238, -0.05, -24,  , , ,  , , ,  , , ,  , , , 
1, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
1, 28, 11.7407817077, 4, 0.218, -0.1, -24, 0.02, 0.14, 49, 0.218, 0.1, 24, 0.02, -0.14, -49,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 23, 7.74962312188, 4, 0.204, -0.144, -12, 0.078, 0.111, 82, 0.204, 0.145, 12, 0.078, -0.11, -82,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 23, 7.74962312188, 4, 0.204, -0.144, -12, 0.078, 0.111, 82, 0.204, 0.145, 12, 0.078, -0.11, -82,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 24, 8.89618645519, 2, 0.202, 0.112, 43, 0.202, -0.111, -43,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 11, 15.5153874035, 6, 0.215, -0.014, 22, 0.206, -0.108, -22, 0.22, -0.094, 23, 0.215, 0.014, -22, 0.206, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
1, 23, 7.74962312188, 4, 0.204, -0.144, -12, 0.078, 0.111, 82, 0.204, 0.145, 12, 0.078, -0.11, -82,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 10, 10.6675540786, 10, 0.213, 0.135, 15, 0.23, -0.03, 16, 0.21, -0.03, 28, 0.204, 0.052, -6, 0.156, 0.11, 66, 0.213, -0.135, -15, 0.23, 0.03, -16, 0.21, 0.03, -28, 0.204, -0.052, 6, 0.156, -0.109, -66, 
1, 16, 5.8802029158, 10, 0.2, -0.112, -64, 0.223, 0.082, -2, 0.074, 0.124, 81, 0.006, -0.109, -49, 0.118, 0.116, 45, 0.2, 0.112, 64, 0.223, -0.082, 2, 0.074, -0.124, -81, 0.006, 0.109, 49, 0.118, -0.115, -45, 
1, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 17, 7.32007953045, 6, 0.168, -0.139, -78, 0.222, 0.148, 98, 0.207, -0.108, -15, 0.168, 0.14, 78, 0.222, -0.148, -98, 0.207, 0.108, 15,  , , ,  , , ,  , , ,  , , , 
1, 13, 9.35265765659, 10, 0.024, -0.15, -52, 0.208, -0.126, -37, 0.24, -0.058, -13, 0.247, 0.126, 8, 0.114, -0.119, -82, 0.024, 0.15, 52, 0.208, 0.126, 37, 0.24, 0.058, 13, 0.247, -0.126, -8, 0.114, 0.119, 82, 
1, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
1, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
1, 26, 8.11889627736, 4, 0.205, 0.133, 84, 0.248, -0.137, -81, 0.205, -0.133, -84, 0.248, 0.138, 81,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 16, 5.8802029158, 10, 0.2, -0.112, -64, 0.223, 0.082, -2, 0.074, 0.124, 81, 0.006, -0.109, -49, 0.118, 0.116, 45, 0.2, 0.112, 64, 0.223, -0.082, 2, 0.074, -0.124, -81, 0.006, 0.109, 49, 0.118, -0.115, -45, 
1, 13, 9.35265765659, 10, 0.024, -0.15, -52, 0.208, -0.126, -37, 0.24, -0.058, -13, 0.247, 0.126, 8, 0.114, -0.119, -82, 0.024, 0.15, 52, 0.208, 0.126, 37, 0.24, 0.058, 13, 0.247, -0.126, -8, 0.114, 0.119, 82, 
1, 26, 8.11889627736, 4, 0.205, 0.133, 84, 0.248, -0.137, -81, 0.205, -0.133, -84, 0.248, 0.138, 81,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 10, 10.6675540786, 10, 0.213, 0.135, 15, 0.23, -0.03, 16, 0.21, -0.03, 28, 0.204, 0.052, -6, 0.156, 0.11, 66, 0.213, -0.135, -15, 0.23, 0.03, -16, 0.21, 0.03, -28, 0.204, -0.052, 6, 0.156, -0.109, -66, 
1, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
1, 25, 7.97287944462, 10, 0.236, 0.135, 20, 0.208, -0.147, -62, 0.104, -0.111, -48, 0.222, 0.121, 76, 0.229, 0.01, -25, 0.236, -0.135, -20, 0.208, 0.148, 62, 0.104, 0.111, 48, 0.222, -0.121, -76, 0.229, -0.01, 25, 
1, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 1, 8.36685490829, 2, 0.042, -0.136, -62, 0.042, 0.136, 62,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 24, 8.89618645519, 2, 0.202, 0.112, 43, 0.202, -0.111, -43,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
1, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 13, 9.35265765659, 10, 0.024, -0.15, -52, 0.208, -0.126, -37, 0.24, -0.058, -13, 0.247, 0.126, 8, 0.114, -0.119, -82, 0.024, 0.15, 52, 0.208, 0.126, 37, 0.24, 0.058, 13, 0.247, -0.126, -8, 0.114, 0.119, 82, 
1, 18, 8.36348712256, 2, 0.186, -0.137, -64, 0.186, 0.138, 64,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 37, 15.6931547986, 4, 0.112, -0.112, -44, 0.026, -0.109, -56, 0.112, 0.113, 44, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 34, 13.1395586341, 4, 0.202, 0.112, 43, 0.014, -0.105, 45, 0.202, -0.111, -43, 0.014, 0.106, -45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 39, 12.4295019123, 4, 0.2, -0.112, -64, 0.026, -0.109, -56, 0.2, 0.112, 64, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 11, 15.5153874035, 6, 0.215, -0.014, 22, 0.206, -0.108, -22, 0.22, -0.094, 23, 0.215, 0.014, -22, 0.206, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
2, 12, 8.7475130402, 4, 0.176, -0.1, -42, 0.026, -0.109, -56, 0.176, 0.101, 42, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 30, 10.8582607081, 6, 0.112, -0.112, -44, 0.028, 0.116, -83, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.028, -0.116, 83, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
2, 36, 11.8708282661, 4, 0.186, -0.137, -64, 0.078, 0.111, 82, 0.186, 0.138, 64, 0.078, -0.11, -82,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 10, 10.6675540786, 10, 0.213, 0.135, 15, 0.23, -0.03, 16, 0.21, -0.03, 28, 0.204, 0.052, -6, 0.156, 0.11, 66, 0.213, -0.135, -15, 0.23, 0.03, -16, 0.21, 0.03, -28, 0.204, -0.052, 6, 0.156, -0.109, -66, 
2, 28, 11.7407817077, 4, 0.218, -0.1, -24, 0.02, 0.14, 49, 0.218, 0.1, 24, 0.02, -0.14, -49,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 43, 12.5550445652, 6, 0.218, -0.1, -24, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.218, 0.1, 24, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
2, 30, 10.8582607081, 6, 0.112, -0.112, -44, 0.028, 0.116, -83, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.028, -0.116, 83, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
2, 10, 10.6675540786, 10, 0.213, 0.135, 15, 0.23, -0.03, 16, 0.21, -0.03, 28, 0.204, 0.052, -6, 0.156, 0.11, 66, 0.213, -0.135, -15, 0.23, 0.03, -16, 0.21, 0.03, -28, 0.204, -0.052, 6, 0.156, -0.109, -66, 
2, 13, 9.35265765659, 10, 0.024, -0.15, -52, 0.208, -0.126, -37, 0.24, -0.058, -13, 0.247, 0.126, 8, 0.114, -0.119, -82, 0.024, 0.15, 52, 0.208, 0.126, 37, 0.24, 0.058, 13, 0.247, -0.126, -8, 0.114, 0.119, 82, 
2, 13, 9.35265765659, 10, 0.024, -0.15, -52, 0.208, -0.126, -37, 0.24, -0.058, -13, 0.247, 0.126, 8, 0.114, -0.119, -82, 0.024, 0.15, 52, 0.208, 0.126, 37, 0.24, 0.058, 13, 0.247, -0.126, -8, 0.114, 0.119, 82, 
2, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
2, 33, 9.33303730727, 12, 0.236, 0.135, 20, 0.208, -0.147, -62, 0.104, -0.111, -48, 0.222, 0.121, 76, 0.229, 0.01, -25, 0.084, -0.138, 62, 0.236, -0.135, -20, 0.208, 0.148, 62, 0.104, 0.111, 48, 0.222, -0.121, -76, 0.229, -0.01, 25, 0.084, 0.138, -62, 
2, 10, 10.6675540786, 10, 0.213, 0.135, 15, 0.23, -0.03, 16, 0.21, -0.03, 28, 0.204, 0.052, -6, 0.156, 0.11, 66, 0.213, -0.135, -15, 0.23, 0.03, -16, 0.21, 0.03, -28, 0.204, -0.052, 6, 0.156, -0.109, -66, 
2, 11, 15.5153874035, 6, 0.215, -0.014, 22, 0.206, -0.108, -22, 0.22, -0.094, 23, 0.215, 0.014, -22, 0.206, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
2, 43, 12.5550445652, 6, 0.218, -0.1, -24, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.218, 0.1, 24, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
2, 11, 15.5153874035, 6, 0.215, -0.014, 22, 0.206, -0.108, -22, 0.22, -0.094, 23, 0.215, 0.014, -22, 0.206, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
2, 34, 13.1395586341, 4, 0.202, 0.112, 43, 0.014, -0.105, 45, 0.202, -0.111, -43, 0.014, 0.106, -45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 39, 12.4295019123, 4, 0.2, -0.112, -64, 0.026, -0.109, -56, 0.2, 0.112, 64, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 1, 8.36685490829, 2, 0.042, -0.136, -62, 0.042, 0.136, 62,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 44, 12.552191744, 4, 0.112, -0.112, -44, 0.02, 0.14, 49, 0.112, 0.113, 44, 0.02, -0.14, -49,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 28, 11.7407817077, 4, 0.218, -0.1, -24, 0.02, 0.14, 49, 0.218, 0.1, 24, 0.02, -0.14, -49,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
2, 16, 5.8802029158, 10, 0.2, -0.112, -64, 0.223, 0.082, -2, 0.074, 0.124, 81, 0.006, -0.109, -49, 0.118, 0.116, 45, 0.2, 0.112, 64, 0.223, -0.082, 2, 0.074, -0.124, -81, 0.006, 0.109, 49, 0.118, -0.115, -45, 
2, 37, 15.6931547986, 4, 0.112, -0.112, -44, 0.026, -0.109, -56, 0.112, 0.113, 44, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 52, 12.0224331548, 6, 0.202, 0.112, 43, 0.229, 0.121, 29, 0.082, 0.109, -80, 0.202, -0.111, -43, 0.229, -0.121, -29, 0.082, -0.108, 80,  , , ,  , , ,  , , ,  , , , 
3, 52, 12.0224331548, 6, 0.202, 0.112, 43, 0.229, 0.121, 29, 0.082, 0.109, -80, 0.202, -0.111, -43, 0.229, -0.121, -29, 0.082, -0.108, 80,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
3, 30, 10.8582607081, 6, 0.112, -0.112, -44, 0.028, 0.116, -83, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.028, -0.116, 83, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
3, 11, 15.5153874035, 6, 0.215, -0.014, 22, 0.206, -0.108, -22, 0.22, -0.094, 23, 0.215, 0.014, -22, 0.206, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
3, 33, 9.33303730727, 12, 0.236, 0.135, 20, 0.208, -0.147, -62, 0.104, -0.111, -48, 0.222, 0.121, 76, 0.229, 0.01, -25, 0.084, -0.138, 62, 0.236, -0.135, -20, 0.208, 0.148, 62, 0.104, 0.111, 48, 0.222, -0.121, -76, 0.229, -0.01, 25, 0.084, 0.138, -62, 
3, 34, 13.1395586341, 4, 0.202, 0.112, 43, 0.014, -0.105, 45, 0.202, -0.111, -43, 0.014, 0.106, -45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 48, 11.3568169639, 6, 0.112, -0.112, -44, 0.223, -0.108, -22, 0.22, -0.094, 23, 0.112, 0.113, 44, 0.223, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
3, 22, 12.4406715026, 6, 0.112, -0.112, -44, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.112, 0.113, 44, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
3, 45, 11.9224494299, 4, 0.176, -0.1, -42, 0.026, -0.103, -56, 0.176, 0.101, 42, 0.026, 0.104, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 34, 13.1395586341, 4, 0.202, 0.112, 43, 0.014, -0.105, 45, 0.202, -0.111, -43, 0.014, 0.106, -45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 43, 12.5550445652, 6, 0.218, -0.1, -24, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.218, 0.1, 24, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
3, 51, 11.2976001071, 6, 0.024, -0.138, -52, 0.028, 0.116, -83, 0.21, -0.103, -29, 0.024, 0.138, 52, 0.028, -0.116, 83, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
3, 43, 12.5550445652, 6, 0.218, -0.1, -24, 0.207, -0.036, 12, 0.21, -0.103, -29, 0.218, 0.1, 24, 0.207, 0.036, -12, 0.21, 0.103, 29,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 48, 11.3568169639, 6, 0.112, -0.112, -44, 0.223, -0.108, -22, 0.22, -0.094, 23, 0.112, 0.113, 44, 0.223, 0.109, 22, 0.22, 0.094, -23,  , , ,  , , ,  , , ,  , , , 
3, 37, 15.6931547986, 4, 0.112, -0.112, -44, 0.026, -0.109, -56, 0.112, 0.113, 44, 0.026, 0.11, 56,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 27, 16.1561491457, 4, 0.205, -0.012, 24, 0.229, 0.121, 29, 0.205, 0.012, -24, 0.229, -0.121, -29,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
3, 34, 13.1395586341, 4, 0.202, 0.112, 43, 0.014, -0.105, 45, 0.202, -0.111, -43, 0.014, 0.106, -45,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
