*****Sonar Placement GA Expirement*****
Start Time: 2017-10-17 21:43:03.559460
Rand_seed:8
End Time: 2017-10-19 00:48:15.129278
Running Time: 1 day, 3:04:25.003587
Population size:40
Generation Count:60
Mutation Probability:0.2
Cross Over Probability:0.35
***** Constraints *****
Max Number of Sensors: 1
X Position: [0, 0.25]
Y Position: [-0.15, 0.15]
Z Orient: [-90, 90]
*****************************
Generation, ID, Fitness, Number of Sonar, S1_P_X, S1_P_Y, S1_O, 
9, 387, 14.9376680525, 1, 0.22, -0.064, -26.0, 
9, 388, 14.6768904133, 1, 0.08, 0.121, -22.0, 
9, 389, 11.8093253026, 1, 0.178, -0.064, -26.0, 
9, 390, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 380, 14.8940097837, 1, 0.102, 0.018, -27.0, 
10, 391, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 392, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 393, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 394, 12.433052329, 1, 0.006, -0.064, -26.0, 
10, 395, 13.5617663981, 1, 0.22, -0.064, 38.0, 
10, 396, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 397, 11.6542350618, 1, 0.128, -0.064, -26.0, 
10, 398, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 399, 12.6934398152, 1, 0.22, 0.06, -26.0, 
10, 400, 13.317010658, 1, 0.128, -0.064, -26.0, 
10, 401, 13.0797174643, 1, 0.22, -0.064, 51.0, 
10, 402, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 403, 14.6768904133, 1, 0.08, 0.121, -22.0, 
10, 404, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 405, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 406, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 407, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 408, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 409, 14.4277614892, 1, 0.102, 0.068, -27.0, 
10, 410, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 411, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 412, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 413, 10.5762462077, 1, 0.22, -0.064, 27.0, 
10, 414, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 415, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 416, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 417, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 418, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 419, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 420, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 421, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 422, 12.6910554971, 1, 0.092, -0.064, -26.0, 
10, 423, 14.6572479966, 1, 0.134, -0.064, -26.0, 
10, 424, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 425, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 426, 14.6572479966, 1, 0.134, -0.064, -26.0, 
10, 427, 14.9376680525, 1, 0.22, -0.064, -26.0, 
10, 428, 14.6768904133, 1, 0.08, 0.121, -22.0, 
10, 429, 5.78769066453, 1, 0.22, -0.064, 90.0, 
11, 409, 14.4277614892, 1, 0.102, 0.068, -27.0, 
11, 430, 14.6768904133, 1, 0.08, 0.121, -22.0, 
11, 431, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 432, 7.40750209898, 1, 0.22, -0.064, 71.0, 
11, 433, 12.2315053687, 1, 0.22, -0.064, -18.0, 
11, 434, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 435, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 436, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 437, 7.5333071479, 1, 0.22, -0.064, -83.0, 
11, 438, 12.1701720418, 1, 0.22, -0.067, -26.0, 
11, 439, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 440, 14.6572479966, 1, 0.134, -0.064, -26.0, 
11, 441, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 442, 13.317010658, 1, 0.128, -0.064, -26.0, 
11, 443, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 444, 6.70830480038, 1, 0.22, -0.064, 18.0, 
11, 445, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 446, 14.6645317915, 1, 0.22, -0.064, -26.0, 
11, 447, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 448, 10.3626040272, 1, 0.22, -0.064, 23.0, 
11, 449, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 450, 9.59642986347, 1, 0.22, -0.064, -26.0, 
11, 451, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 452, 14.8263816902, 1, 0.22, 0.088, -26.0, 
11, 453, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 454, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 455, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 456, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 457, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 458, 10.6104822606, 1, 0.133, -0.064, -26.0, 
11, 459, 12.2084812892, 1, 0.22, 0.005, -26.0, 
11, 460, 12.2860915642, 1, 0.22, -0.015, -26.0, 
11, 461, 13.162826186, 1, 0.047, 0.121, -22.0, 
11, 462, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 463, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 464, 14.6768904133, 1, 0.08, 0.121, -22.0, 
11, 465, 14.9376680525, 1, 0.22, -0.064, -26.0, 
11, 466, 14.5042037809, 1, 0.22, -0.064, -10.0, 
11, 467, 14.6127048902, 1, 0.06, -0.064, -26.0, 
11, 468, 13.5617663981, 1, 0.22, -0.064, 38.0, 
12, 452, 14.8263816902, 1, 0.22, 0.088, -26.0, 
12, 469, 14.8263816902, 1, 0.22, 0.088, -26.0, 
12, 470, 14.9168446804, 1, 0.22, 0.1, -26.0, 
12, 471, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 472, 14.4277614892, 1, 0.102, 0.068, -27.0, 
12, 473, 9.44267887382, 1, 0.067, -0.064, -26.0, 
12, 474, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 475, 14.4277614892, 1, 0.102, 0.068, -27.0, 
12, 476, 12.1951115639, 1, 0.152, -0.064, -26.0, 
12, 477, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 478, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 479, 14.6768904133, 1, 0.08, 0.121, -22.0, 
12, 480, 12.2039229062, 1, 0.22, -0.083, -18.0, 
12, 481, 12.2315053687, 1, 0.22, -0.064, -18.0, 
12, 482, 10.0471468625, 1, 0.22, -0.064, 57.0, 
12, 483, 12.822528457, 1, 0.111, 0.088, -26.0, 
12, 484, 14.6768904133, 1, 0.08, 0.121, -22.0, 
12, 485, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 486, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 487, 10.3626040272, 1, 0.22, -0.064, 23.0, 
12, 488, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 489, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 490, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 491, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 492, 5.22609972276, 1, 0.08, 0.121, 82.0, 
12, 493, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 494, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 495, 6.42630032184, 1, 0.22, -0.064, 89.0, 
12, 496, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 497, 12.2084812892, 1, 0.22, 0.005, -26.0, 
12, 498, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 499, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 500, 14.6597398264, 1, 0.22, -0.064, -26.0, 
12, 501, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 502, 10.3626040272, 1, 0.22, -0.064, 23.0, 
12, 503, 14.3771604987, 1, 0.09, -0.064, -26.0, 
12, 504, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 505, 13.3463166755, 1, 0.047, 0.021, -22.0, 
12, 506, 14.9376680525, 1, 0.22, -0.064, -26.0, 
12, 507, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 470, 12.8281621794, 1, 0.22, 0.1, -26.0, 
13, 508, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 509, 14.6768904133, 1, 0.08, 0.121, -22.0, 
13, 510, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 511, 13.329347254, 1, 0.08, 0.068, -22.0, 
13, 512, 14.3771604987, 1, 0.09, -0.064, -26.0, 
13, 513, 12.2011566328, 1, 0.184, -0.064, -26.0, 
13, 514, 12.3984245302, 1, 0.184, -0.064, -26.0, 
13, 515, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 516, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 517, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 518, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 519, 12.2084812892, 1, 0.22, 0.005, -26.0, 
13, 520, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 521, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 522, 14.4277614892, 1, 0.102, 0.068, -27.0, 
13, 523, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 524, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 525, 14.9168446804, 1, 0.22, 0.1, -26.0, 
13, 526, 10.3626040272, 1, 0.22, -0.064, 23.0, 
13, 527, 12.2084812892, 1, 0.22, 0.005, -26.0, 
13, 528, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 529, 12.0516814805, 1, 0.22, 0.088, -26.0, 
13, 530, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 531, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 532, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 533, 11.8830322337, 1, 0.111, 0.141, -26.0, 
13, 534, 14.6606168706, 1, 0.034, -0.064, -26.0, 
13, 535, 8.02682748381, 1, 0.22, -0.064, 67.0, 
13, 536, 10.3626040272, 1, 0.22, -0.064, 23.0, 
13, 537, 14.4277614892, 1, 0.102, 0.068, -27.0, 
13, 538, 12.3031404023, 1, 0.22, 0.082, -26.0, 
13, 539, 14.8263816902, 1, 0.22, 0.088, -26.0, 
13, 540, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 541, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 542, 12.4097809901, 1, 0.22, -0.064, 32.0, 
13, 543, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 544, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 545, 14.9376680525, 1, 0.22, -0.064, -26.0, 
13, 546, 14.6768904133, 1, 0.08, 0.121, -22.0, 
14, 534, 14.6606168706, 1, 0.034, -0.064, -26.0, 
14, 547, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 548, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 549, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 550, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 551, 11.9739220571, 1, 0.22, -0.064, -15.0, 
14, 552, 12.0516814805, 1, 0.22, 0.088, -26.0, 
14, 553, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 554, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 555, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 556, 9.42289074073, 1, 0.087, -0.064, -26.0, 
14, 557, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 558, 13.1591637946, 1, 0.048, -0.064, -26.0, 
14, 559, 14.4277614892, 1, 0.102, 0.068, -27.0, 
14, 560, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 561, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 562, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 563, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 564, 13.329347254, 1, 0.08, 0.068, -22.0, 
14, 565, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 566, 14.4277614892, 1, 0.102, 0.068, -27.0, 
14, 567, 5.6680845065, 1, 0.22, 0.088, 9.0, 
14, 568, 14.6768904133, 1, 0.08, 0.121, -22.0, 
14, 569, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 570, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 571, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 572, 14.8263816902, 1, 0.22, 0.088, -26.0, 
14, 573, 14.4016872975, 1, 0.078, -0.064, -26.0, 
14, 574, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 575, 14.6768904133, 1, 0.08, 0.121, -22.0, 
14, 576, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 577, 14.6154176789, 1, 0.09, 0.109, -26.0, 
14, 578, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 579, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 580, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 581, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 582, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 583, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 584, 14.9376680525, 1, 0.22, -0.064, -26.0, 
14, 585, 14.9168446804, 1, 0.22, 0.1, -26.0, 
15, 577, 14.6154176789, 1, 0.09, 0.109, -26.0, 
15, 586, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 587, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 588, 11.0812198999, 1, 0.22, -0.064, -57.0, 
15, 589, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 590, 12.6115863949, 1, 0.116, 0.1, -26.0, 
15, 591, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 592, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 593, 11.9737985433, 1, 0.22, -0.064, -12.0, 
15, 594, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 595, 12.4839178622, 1, 0.08, 0.116, -22.0, 
15, 596, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 597, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 598, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 599, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 600, 14.4277614892, 1, 0.102, 0.068, -27.0, 
15, 601, 6.72921221267, 1, 0.22, -0.064, 78.0, 
15, 602, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 603, 14.9168446804, 1, 0.22, 0.1, -26.0, 
15, 604, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 605, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 606, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 607, 12.5928507045, 1, 0.22, -0.064, -26.0, 
15, 608, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 609, 15.1179153403, 1, 0.22, 0.079, -26.0, 
15, 610, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 611, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 612, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 613, 12.323981256, 1, 0.12, -0.064, -26.0, 
15, 614, 14.3994992867, 1, 0.22, -0.144, -26.0, 
15, 615, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 616, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 617, 5.76558881745, 1, 0.22, -0.064, 11.0, 
15, 618, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 619, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 620, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 621, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 622, 13.404530923, 1, 0.057, -0.064, -26.0, 
15, 623, 14.9376680525, 1, 0.22, -0.064, -26.0, 
15, 624, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 609, 15.1179153403, 1, 0.22, 0.079, -26.0, 
16, 625, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 626, 15.1179153403, 1, 0.22, 0.079, -26.0, 
16, 627, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 628, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 629, 14.9168446804, 1, 0.22, 0.1, -26.0, 
16, 630, 14.4277614892, 1, 0.102, 0.068, -27.0, 
16, 631, 12.323981256, 1, 0.12, -0.064, -26.0, 
16, 632, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 633, 7.47588479571, 1, 0.22, -0.064, -79.0, 
16, 634, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 635, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 636, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 637, 12.2946119194, 1, 0.22, -0.142, -26.0, 
16, 638, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 639, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 640, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 641, 5.25622534153, 1, 0.22, -0.064, 86.0, 
16, 642, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 643, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 644, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 645, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 646, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 647, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 648, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 649, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 650, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 651, 13.3866231877, 1, 0.113, -0.064, -26.0, 
16, 652, 13.404530923, 1, 0.057, -0.064, -26.0, 
16, 653, 15.1179153403, 1, 0.22, 0.079, -26.0, 
16, 654, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 655, 14.6354696524, 1, 0.17, -0.064, -26.0, 
16, 656, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 657, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 658, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 659, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 660, 7.45894518407, 1, 0.22, -0.064, 68.0, 
16, 661, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 662, 14.9376680525, 1, 0.22, -0.064, -26.0, 
16, 663, 14.6585619242, 1, 0.22, 0.052, -26.0, 
17, 663, 14.6585619242, 1, 0.22, 0.052, -26.0, 
17, 664, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 665, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 666, 12.3901066318, 1, 0.244, -0.064, -26.0, 
17, 667, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 668, 14.4277614892, 1, 0.102, 0.068, -27.0, 
17, 669, 15.1179153403, 1, 0.22, 0.079, -26.0, 
17, 670, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 671, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 672, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 673, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 674, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 675, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 676, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 677, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 678, 12.002949891, 1, 0.22, -0.064, -4.0, 
17, 679, 15.1179153403, 1, 0.22, 0.079, -26.0, 
17, 680, 14.8167497292, 1, 0.22, 0.002, -26.0, 
17, 681, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 682, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 683, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 684, 9.49617737719, 1, 0.102, 0.068, -3.0, 
17, 685, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 686, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 687, 12.3752394706, 1, 0.164, 0.079, -26.0, 
17, 688, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 689, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 690, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 691, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 692, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 693, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 694, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 695, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 696, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 697, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 698, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 699, 14.9376680525, 1, 0.22, -0.064, -26.0, 
17, 700, 12.3062001389, 1, 0.22, 0.116, -26.0, 
17, 701, 12.6005394275, 1, 0.22, -0.09, -26.0, 
17, 702, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 680, 14.8167497292, 1, 0.22, 0.002, -26.0, 
18, 703, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 704, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 705, 14.1788988686, 1, 0.036, -0.064, -26.0, 
18, 706, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 707, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 708, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 709, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 710, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 711, 13.207166638, 1, 0.22, -0.064, 41.0, 
18, 712, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 713, 8.0455870811, 1, 0.22, -0.064, 66.0, 
18, 714, 14.6585619242, 1, 0.22, 0.052, -26.0, 
18, 715, 6.38156481304, 1, 0.22, -0.064, -69.0, 
18, 716, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 717, 15.1179153403, 1, 0.22, 0.079, -26.0, 
18, 718, 15.1179153403, 1, 0.22, 0.079, -26.0, 
18, 719, 12.6005394275, 1, 0.22, -0.09, -26.0, 
18, 720, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 721, 10.3392348146, 1, 0.22, 0.079, 12.0, 
18, 722, 12.3752394706, 1, 0.164, 0.079, -26.0, 
18, 723, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 724, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 725, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 726, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 727, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 728, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 729, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 730, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 731, 9.60148611329, 1, 0.22, -0.095, -26.0, 
18, 732, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 733, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 734, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 735, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 736, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 737, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 738, 12.3060743474, 1, 0.22, -0.077, -26.0, 
18, 739, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 740, 14.9376680525, 1, 0.22, -0.064, -26.0, 
18, 741, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 705, 14.1788988686, 1, 0.036, -0.064, -26.0, 
19, 742, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 743, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 744, 12.4407515694, 1, 0.21, -0.064, -26.0, 
19, 745, 14.9182016745, 1, 0.22, 0.074, -26.0, 
19, 746, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 747, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 748, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 749, 14.3888488395, 1, 0.025, 0.052, -26.0, 
19, 750, 14.6502629291, 1, 0.112, -0.064, -26.0, 
19, 751, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 752, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 753, 12.3903732748, 1, 0.202, -0.064, -26.0, 
19, 754, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 755, 11.4543898545, 1, 0.22, -0.064, -40.0, 
19, 756, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 757, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 758, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 759, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 760, 15.1179153403, 1, 0.22, 0.079, -26.0, 
19, 761, 15.1179153403, 1, 0.22, 0.079, -26.0, 
19, 762, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 763, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 764, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 765, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 766, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 767, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 768, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 769, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 770, 12.3752394706, 1, 0.164, 0.079, -26.0, 
19, 771, 11.9253569322, 1, 0.22, 0.01, -26.0, 
19, 772, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 773, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 774, 12.2519846277, 1, 0.203, -0.064, -26.0, 
19, 775, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 776, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 777, 12.4491339211, 1, 0.22, -0.072, -26.0, 
19, 778, 12.6648616899, 1, 0.065, -0.064, -26.0, 
19, 779, 14.9376680525, 1, 0.22, -0.064, -26.0, 
19, 780, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 745, 14.9182016745, 1, 0.22, 0.074, -26.0, 
20, 781, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 782, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 783, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 784, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 785, 14.4323420973, 1, 0.037, -0.064, -26.0, 
20, 786, 11.235192865, 1, 0.22, -0.064, -54.0, 
20, 787, 15.1179153403, 1, 0.22, 0.079, -26.0, 
20, 788, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 789, 12.4491339211, 1, 0.22, -0.072, -26.0, 
20, 790, 7.33587383765, 1, 0.22, -0.064, 74.0, 
20, 791, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 792, 14.9376680525, 1, 0.22, -0.064, -26.0, 
