*****Sonar Placement GA Expirement*****
Start Time: 2017-10-17 21:43:03.559460
Rand_seed:8
End Time: 2017-10-19 00:48:15.129278
Running Time: 1 day, 3:04:25.003587
Population size:40
Generation Count:60
Mutation Probability:0.2
Cross Over Probability:0.35
***** Constraints *****
Max Number of Sensors: 1
X Position: [0, 0.25]
Y Position: [-0.15, 0.15]
Z Orient: [-90, 90]
*****************************
Generation, ID, Fitness, Number of Sonar, S1_P_X, S1_P_Y, S1_O, 
20, 793, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 794, 12.6541812623, 1, 0.194, -0.064, -26.0, 
20, 795, 6.42417247431, 1, 0.22, -0.064, 89.0, 
20, 796, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 797, 15.1179153403, 1, 0.22, 0.079, -26.0, 
20, 798, 12.4654165698, 1, 0.17, -0.064, -26.0, 
20, 799, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 800, 15.1179153403, 1, 0.22, 0.079, -26.0, 
20, 801, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 802, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 803, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 804, 11.8444400844, 1, 0.22, 0.112, -26.0, 
20, 805, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 806, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 807, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 808, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 809, 15.1179153403, 1, 0.22, 0.079, -26.0, 
20, 810, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 811, 5.79198487534, 1, 0.22, -0.064, 88.0, 
20, 812, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 813, 11.6489528506, 1, 0.167, -0.064, -26.0, 
20, 814, 15.1179153403, 1, 0.22, 0.079, -26.0, 
20, 815, 11.8533331104, 1, 0.01, -0.064, -26.0, 
20, 816, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 817, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 818, 14.9376680525, 1, 0.22, -0.064, -26.0, 
20, 819, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 785, 14.4323420973, 1, 0.037, -0.064, -26.0, 
21, 820, 14.6530933576, 1, 0.011, -0.064, -26.0, 
21, 821, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 822, 12.380860924, 1, 0.235, -0.064, -26.0, 
21, 823, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 824, 15.1179153403, 1, 0.22, 0.079, -26.0, 
21, 825, 12.6463414065, 1, 0.22, -0.088, -26.0, 
21, 826, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 827, 15.1179153403, 1, 0.22, 0.079, -26.0, 
21, 828, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 829, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 830, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 831, 6.34995158834, 1, 0.22, -0.064, 4.0, 
21, 832, 13.3776831167, 1, 0.028, -0.064, -26.0, 
21, 833, 12.5307214929, 1, 0.22, 0.079, -26.0, 
21, 834, 14.9182016745, 1, 0.22, 0.074, -26.0, 
21, 835, 12.4217329016, 1, 0.075, -0.064, -26.0, 
21, 836, 14.163176746, 1, 0.01, 0.002, -26.0, 
21, 837, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 838, 15.1179153403, 1, 0.22, 0.079, -26.0, 
21, 839, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 840, 14.4323420973, 1, 0.037, -0.064, -26.0, 
21, 841, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 842, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 843, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 844, 15.035885718, 1, 0.22, 0.136, -26.0, 
21, 845, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 846, 15.1179153403, 1, 0.22, 0.079, -26.0, 
21, 847, 15.1179153403, 1, 0.22, 0.079, -26.0, 
21, 848, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 849, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 850, 14.6524671313, 1, 0.22, 0.028, -26.0, 
21, 851, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 852, 12.0961509003, 1, 0.22, 0.079, -26.0, 
21, 853, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 854, 14.9376680525, 1, 0.22, -0.064, -26.0, 
21, 855, 10.5773462633, 1, 0.22, -0.064, 29.0, 
21, 856, 15.1179153403, 1, 0.22, 0.079, -26.0, 
21, 857, 12.3849439376, 1, 0.22, 0.018, -26.0, 
21, 858, 12.3924468965, 1, 0.22, -0.093, -26.0, 
22, 844, 15.035885718, 1, 0.22, 0.136, -26.0, 
22, 859, 12.4481604314, 1, 0.22, -0.134, -26.0, 
22, 860, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 861, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 862, 13.1832784802, 1, 0.133, -0.064, -26.0, 
22, 863, 14.8560995197, 1, 0.22, 0.077, -26.0, 
22, 864, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 865, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 866, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 867, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 868, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 869, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 870, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 871, 14.4323420973, 1, 0.037, -0.064, -26.0, 
22, 872, 7.96176182694, 1, 0.22, -0.064, -67.0, 
22, 873, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 874, 7.16639338487, 1, 0.22, -0.064, 10.0, 
22, 875, 11.908396416, 1, 0.22, -0.064, -50.0, 
22, 876, 13.3776831167, 1, 0.028, -0.064, -26.0, 
22, 877, 13.3506192529, 1, 0.001, -0.064, -26.0, 
22, 878, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 879, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 880, 15.035885718, 1, 0.22, 0.136, -26.0, 
22, 881, 15.035885718, 1, 0.22, 0.136, -26.0, 
22, 882, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 883, 12.562538546, 1, 0.22, 0.065, -26.0, 
22, 884, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 885, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 886, 12.5307214929, 1, 0.22, 0.079, -26.0, 
22, 887, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 888, 8.06726340805, 1, 0.22, 0.079, 61.0, 
22, 889, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 890, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 891, 12.6463414065, 1, 0.22, -0.088, -26.0, 
22, 892, 15.035885718, 1, 0.22, 0.136, -26.0, 
22, 893, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 894, 12.5909877951, 1, 0.22, 0.032, -26.0, 
22, 895, 15.1179153403, 1, 0.22, 0.079, -26.0, 
22, 896, 14.9376680525, 1, 0.22, -0.064, -26.0, 
22, 897, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 863, 14.8560995197, 1, 0.22, 0.077, -26.0, 
23, 898, 15.035885718, 1, 0.22, 0.136, -26.0, 
23, 899, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 900, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 901, 14.8560995197, 1, 0.22, 0.077, -26.0, 
23, 902, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 903, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 904, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 905, 12.562538546, 1, 0.22, 0.065, -26.0, 
23, 906, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 907, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 908, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 909, 12.6463414065, 1, 0.22, -0.088, -26.0, 
23, 910, 5.71194058369, 1, 0.22, -0.064, 13.0, 
23, 911, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 912, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 913, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 914, 15.035885718, 1, 0.22, 0.136, -26.0, 
23, 915, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 916, 14.6442524705, 1, 0.22, -0.101, -26.0, 
23, 917, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 918, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 919, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 920, 14.867843479, 1, 0.22, 0.014, -26.0, 
23, 921, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 922, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 923, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 924, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 925, 12.5909877951, 1, 0.22, 0.032, -26.0, 
23, 926, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 927, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 928, 15.035885718, 1, 0.22, 0.136, -26.0, 
23, 929, 14.8767232791, 1, 0.22, 0.079, -26.0, 
23, 930, 12.6463414065, 1, 0.22, -0.088, -26.0, 
23, 931, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 932, 15.035885718, 1, 0.22, 0.136, -26.0, 
23, 933, 12.6221983077, 1, 0.058, 0.079, -26.0, 
23, 934, 15.1179153403, 1, 0.22, 0.079, -26.0, 
23, 935, 14.9376680525, 1, 0.22, -0.064, -26.0, 
23, 936, 14.4091896, 1, 0.22, -0.148, -26.0, 
24, 929, 14.8767232791, 1, 0.22, 0.079, -26.0, 
24, 937, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 938, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 939, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 940, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 941, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 942, 12.3564485811, 1, 0.22, -0.085, -26.0, 
24, 943, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 944, 14.587781895, 1, 0.099, 0.079, -26.0, 
24, 945, 6.75127546633, 1, 0.22, 0.079, -88.0, 
24, 946, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 947, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 948, 9.40854247966, 1, 0.034, 0.079, -26.0, 
24, 949, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 950, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 951, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 952, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 953, 14.8767232791, 1, 0.22, 0.079, -26.0, 
24, 954, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 955, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 956, 15.035885718, 1, 0.22, 0.136, -26.0, 
24, 957, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 958, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 959, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 960, 14.8560995197, 1, 0.22, 0.077, -26.0, 
24, 961, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 962, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 963, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 964, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 965, 14.3309974507, 1, 0.126, 0.136, -26.0, 
24, 966, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 967, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 968, 15.035885718, 1, 0.22, 0.136, -26.0, 
24, 969, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 970, 15.1179153403, 1, 0.22, 0.079, -26.0, 
24, 971, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 972, 11.024389008, 1, 0.22, 0.136, 67.0, 
24, 973, 15.035885718, 1, 0.22, 0.136, -26.0, 
24, 974, 14.9376680525, 1, 0.22, -0.064, -26.0, 
24, 975, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 944, 14.587781895, 1, 0.099, 0.079, -26.0, 
25, 976, 15.035885718, 1, 0.22, 0.136, -26.0, 
25, 977, 14.9439959053, 1, 0.22, -0.06, -26.0, 
25, 978, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 979, 8.043699363, 1, 0.22, -0.064, 64.0, 
25, 980, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 981, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 982, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 983, 14.5938687516, 1, 0.113, 0.079, -26.0, 
25, 984, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 985, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 986, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 987, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 988, 13.9117903889, 1, 0.231, 0.079, -26.0, 
25, 989, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 990, 15.035885718, 1, 0.22, 0.136, -26.0, 
25, 991, 8.68172471263, 1, 0.22, 0.079, 1.0, 
25, 992, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 993, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 994, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 995, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 996, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 997, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 998, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 999, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 1000, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 1001, 15.035885718, 1, 0.22, 0.136, -26.0, 
25, 1002, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 1003, 15.035885718, 1, 0.22, 0.136, -26.0, 
25, 1004, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 1005, 14.9376680525, 1, 0.22, -0.064, -26.0, 
25, 1006, 15.035885718, 1, 0.22, 0.136, -26.0, 
25, 1007, 12.6112773952, 1, 0.22, 0.07, -26.0, 
25, 1008, 14.8767232791, 1, 0.22, 0.079, -26.0, 
25, 1009, 12.3856527683, 1, 0.22, -0.064, -29.0, 
25, 1010, 14.4349489382, 1, 0.045, 0.079, -26.0, 
25, 1011, 15.1179153403, 1, 0.22, 0.079, -26.0, 
25, 1012, 12.3679281449, 1, 0.22, 0.021, -26.0, 
25, 1013, 14.8560995197, 1, 0.22, 0.077, -26.0, 
25, 1014, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 977, 14.9439959053, 1, 0.22, -0.06, -26.0, 
26, 1015, 14.6654329028, 1, 0.22, -0.128, -26.0, 
26, 1016, 12.564660871, 1, 0.22, 0.148, -26.0, 
26, 1017, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1018, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1019, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1020, 7.94949334456, 1, 0.22, -0.064, -73.0, 
26, 1021, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1022, 15.035885718, 1, 0.22, 0.136, -26.0, 
26, 1023, 12.6230045834, 1, 0.212, 0.079, -26.0, 
26, 1024, 14.9439959053, 1, 0.22, -0.06, -26.0, 
26, 1025, 14.9104921143, 1, 0.22, -0.128, -26.0, 
26, 1026, 14.587781895, 1, 0.099, 0.079, -26.0, 
26, 1027, 12.6349769144, 1, 0.22, -0.064, -26.0, 
26, 1028, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1029, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1030, 12.3679281449, 1, 0.22, 0.021, -26.0, 
26, 1031, 14.9376680525, 1, 0.22, -0.064, -26.0, 
26, 1032, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1033, 15.035885718, 1, 0.22, 0.136, -26.0, 
26, 1034, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1035, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1036, 12.584895628, 1, 0.22, -0.064, -31.0, 
26, 1037, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1038, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1039, 6.43477295229, 1, 0.22, 0.083, 1.0, 
26, 1040, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1041, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1042, 14.9376680525, 1, 0.22, -0.064, -26.0, 
26, 1043, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1044, 15.035885718, 1, 0.22, 0.136, -26.0, 
26, 1045, 15.2090417865, 1, 0.18, 0.079, -26.0, 
26, 1046, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1047, 14.8030784117, 1, 0.168, 0.079, -26.0, 
26, 1048, 12.6968239604, 1, 0.22, 0.094, -26.0, 
26, 1049, 15.035885718, 1, 0.22, 0.136, -26.0, 
26, 1050, 14.9198622366, 1, 0.22, 0.088, -26.0, 
26, 1051, 12.5549672277, 1, 0.22, 0.079, -26.0, 
26, 1052, 15.1179153403, 1, 0.22, 0.079, -26.0, 
26, 1053, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1045, 15.2090417865, 1, 0.18, 0.079, -26.0, 
27, 1054, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1055, 6.38207608927, 1, 0.22, -0.128, -63.0, 
27, 1056, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1057, 12.3679281449, 1, 0.22, 0.021, -26.0, 
27, 1058, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1059, 14.9376680525, 1, 0.22, -0.064, -26.0, 
27, 1060, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1061, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1062, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1063, 8.00606838944, 1, 0.22, 0.079, -86.0, 
27, 1064, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1065, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1066, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1067, 9.65882358886, 1, 0.22, -0.059, -26.0, 
27, 1068, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1069, 6.98908616721, 1, 0.22, 0.079, -67.0, 
27, 1070, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1071, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1072, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1073, 11.115428255, 1, 0.22, 0.094, -54.0, 
27, 1074, 14.8030784117, 1, 0.168, 0.079, -26.0, 
27, 1075, 12.564660871, 1, 0.22, 0.148, -26.0, 
27, 1076, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1077, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1078, 15.035885718, 1, 0.22, 0.136, -26.0, 
27, 1079, 14.9338386232, 1, 0.206, 0.079, -26.0, 
27, 1080, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1081, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1082, 14.6654329028, 1, 0.22, -0.128, -26.0, 
27, 1083, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1084, 9.39581692803, 1, 0.22, 0.079, 1.0, 
27, 1085, 12.584895628, 1, 0.22, -0.064, -31.0, 
27, 1086, 14.9439959053, 1, 0.22, -0.06, -26.0, 
27, 1087, 15.035885718, 1, 0.22, 0.136, -26.0, 
27, 1088, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1089, 7.32716372976, 1, 0.22, 0.079, 28.0, 
27, 1090, 15.1179153403, 1, 0.22, 0.079, -26.0, 
27, 1091, 14.587781895, 1, 0.099, 0.079, -26.0, 
27, 1092, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1079, 14.9338386232, 1, 0.206, 0.079, -26.0, 
28, 1093, 12.0523360598, 1, 0.22, -0.09, -26.0, 
28, 1094, 14.587781895, 1, 0.099, 0.079, -26.0, 
28, 1095, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1096, 11.1243437879, 1, 0.22, 0.079, 42.0, 
28, 1097, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1098, 14.9338386232, 1, 0.206, 0.079, -26.0, 
28, 1099, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1100, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1101, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1102, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1103, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1104, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1105, 13.3423757595, 1, 0.123, 0.079, -26.0, 
28, 1106, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1107, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1108, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1109, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1110, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1111, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1112, 14.9376680525, 1, 0.22, -0.064, -26.0, 
28, 1113, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1114, 13.7403688579, 1, 0.22, 0.136, -26.0, 
28, 1115, 13.8369131403, 1, 0.22, 0.079, -9.0, 
28, 1116, 11.115428255, 1, 0.22, 0.094, -54.0, 
28, 1117, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1118, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1119, 14.6904901671, 1, 0.04, 0.079, -26.0, 
28, 1120, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1121, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1122, 14.8884839312, 1, 0.022, 0.079, -26.0, 
28, 1123, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1124, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1125, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1126, 12.584895628, 1, 0.22, -0.064, -31.0, 
28, 1127, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1128, 15.035885718, 1, 0.22, 0.136, -26.0, 
28, 1129, 15.1179153403, 1, 0.22, 0.079, -26.0, 
28, 1130, 15.2090417865, 1, 0.18, 0.079, -26.0, 
28, 1131, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1122, 13.6608419341, 1, 0.21, 0.079, -26.0, 
29, 1132, 12.4139779808, 1, 0.085, 0.079, -26.0, 
29, 1133, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1134, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1135, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1136, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1137, 12.5539507892, 1, 0.181, 0.079, -26.0, 
29, 1138, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1139, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1140, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1141, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1142, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1143, 11.1185951251, 1, 0.22, 0.079, -56.0, 
29, 1144, 12.3858834262, 1, 0.22, 0.009, -26.0, 
29, 1145, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1146, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1147, 14.9338386232, 1, 0.206, 0.079, -26.0, 
29, 1148, 8.64409380037, 1, 0.22, 0.146, -9.0, 
29, 1149, 12.0523360598, 1, 0.22, -0.09, -26.0, 
29, 1150, 14.587781895, 1, 0.099, 0.079, -26.0, 
29, 1151, 13.7403688579, 1, 0.22, 0.136, -26.0, 
29, 1152, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1153, 8.63618724596, 1, 0.22, 0.079, -66.0, 
29, 1154, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1155, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1156, 14.9223853429, 1, 0.126, 0.079, -26.0, 
29, 1157, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1158, 14.5762482286, 1, 0.04, 0.079, -26.0, 
29, 1159, 15.035885718, 1, 0.22, 0.136, -26.0, 
29, 1160, 15.035885718, 1, 0.22, 0.136, -26.0, 
29, 1161, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1162, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1163, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1164, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1165, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1166, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1167, 7.33538422804, 1, 0.022, 0.079, 68.0, 
29, 1168, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1169, 15.1179153403, 1, 0.22, 0.079, -26.0, 
29, 1170, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1156, 14.9223853429, 1, 0.126, 0.079, -26.0, 
30, 1171, 12.4995593603, 1, 0.22, 0.079, -26.0, 
30, 1172, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1173, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1174, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1175, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1176, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1177, 14.9223853429, 1, 0.126, 0.079, -26.0, 
30, 1178, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1179, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1180, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1181, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1182, 13.2536017688, 1, 0.22, 0.079, 33.0, 
30, 1183, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1184, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1185, 13.3364951178, 1, 0.22, 0.079, 46.0, 
30, 1186, 12.5539507892, 1, 0.181, 0.079, -26.0, 
30, 1187, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1188, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1189, 12.6280194809, 1, 0.22, 0.034, -26.0, 
30, 1190, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1191, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1192, 15.1179153403, 1, 0.22, 0.079, -26.0, 
30, 1193, 13.9048492695, 1, 0.03, 0.079, -26.0, 
30, 1194, 10.7910077939, 1, 0.22, 0.079, -62.0, 
